Track Name,Primary Artist,Album,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,id,mode
Spiracles,Nate Smith,KINFOLK: Postcards from Everywhere,0.484,0.789,106.258,0.031,0.548,0.141,4,0.534,10,326960,-10.913,0.326,438rkaQsZOfKFCavCOs79y,1
Our Lady,Mark Guiliana Jazz Quartet,Jersey,0.366,0.107,101.272,0.0307,0.393,0.844,3,0.453,6,381497,-13.316,0.422,4whShF7Mqm5ZaNcHMrsedn,1
Horizon,Pigeons Playing Ping Pong,Psychology,0.761,0.149,124.679,0.0324,0.00401,0.756,4,0.647,1,575120,-6.737,0.841,6YJNcusdf5adRMqJUaRjLt,0
O.P. Jebediah,The Dip,The Dip,0.607,0.658,171.066,0.0588,0.376,0.0223,4,0.448,7,242773,-6.565,0.703,2osA04Ftqanbf9P3uJjTJb,1
Saturn,The Olympians,The Olympians,0.734,0.158,131.84,0.0291,0.0697,0.0406,4,0.563,5,217053,-6.992,0.838,1vgU4yZcYrAsAeYh5FeZ74,0
Start It Up,Ziggy Marley,Ziggy Marley,0.776,0.16,90.061,0.046,0.156,0,4,0.76,2,201806,-3.795,0.919,6guHQz53il8tRZh3zY7w2R,1
Flight,Juicy Connotation,Flight,0.536,0.325,81.533,0.0384,0.799,0.709,3,0.362,7,401664,-7.383,0.502,3spy8ow6qmhqXqhhDQlZYn,1
Nefertiti,Miles Davis,Nefertiti,0.464,0.312,107.331,0.0315,0.326,0.309,4,0.396,1,470733,-10.553,0.129,6AanQLrt4GtYXutqNiiQJG,1
Sunday Night,Last Dinosaurs,In A Million Years (Tour Edition),0.837,0.0456,121.996,0.0493,0.000763,0,4,0.514,10,235293,-4.727,0.691,43Yltxb6ipKaOCBr3zizHP,1
Home Again!,Menahan Street Band,Make The Road By Walking,0.732,0.247,96.848,0.0317,0.055,0.924,4,0.587,5,202240,-8.097,0.747,05XedNyvUE7bL6xFYTci1z,1
Race For The Prize,The Flaming Lips,The Soft Bulletin,0.946,0.315,130.556,0.0765,0.000206,0.0204,4,0.37,0,258333,-3.849,0.387,0XczuPchMUnMpsLvHOsg9Y,1
I'm Lonely,The Dip,The Dip,0.636,0.317,186.544,0.111,0.385,0.286,4,0.521,9,218093,-7.372,0.755,1nD3R5sO2nLebYqDuCl34Z,0
Love Is a Beautiful Thing,Theo Katzman,Heartbreak Hits,0.373,0.275,114.011,0.0506,0.794,0.00241,4,0.847,2,210251,-12.174,0.446,6NzE6TTlRMXonm5YEMVlVc,1
Rise And Shine,Robert Glasper,Canvas,0.504,0.0568,144.002,0.0364,0.645,0.89,4,0.378,8,459600,-13.081,0.644,599soHbRxWxvprY2tE5iQV,1
Green Chimney's,Thelonious Monk,Underground,0.434,0.103,184.522,0.0515,0.617,0.000761,4,0.437,1,541093,-14.234,0.592,3l4v3dN6GbDzkHFA4kwESo,1
I'll Slip Away,Charles Bradley,"Light In The Attic 10 Year Anniversary: Rodriguez ""I'll Slip Away""",0.749,0.463,91.079,0.0524,0.337,0.00117,4,0.67,4,212648,-8.019,0.845,1gruOxTyzOhSgwm0PwNIrS,1
Congratulations,Post Malone,Stoney (Deluxe),0.812,0.212,123.071,0.0358,0.198,0,4,0.627,6,220293,-4.215,0.504,3a1lNhkSLSkpJE4MSHpDu9,1
Brilliant Corners,Thelonious Monk,Brilliant Corners (Keepnews Collection),0.291,0.0453,106.247,0.0425,0.566,0.0283,4,0.57,6,467760,-13.953,0.423,6wvTnaBqOjds6QSRw6arsl,1
Somethin Out of Nothin' (feat. Saara Maria),Joomanji,Manj,0.378,0.11,91.403,0.235,0.606,0.0322,3,0.682,6,183427,-11.524,0.598,1PXpZXOGJMtx1u4F9t0xQy,0
Truth,Kamasi Washington,Truth,0.838,0.143,115.26,0.132,0.0851,0.63,4,0.309,2,810322,-8.134,0.391,6yV07yVfbB7Gb15o2MqG8q,1
Dolphin Dance,Herbie Hancock,Maiden Voyage (The Rudy Van Gelder Edition),0.372,0.131,119.886,0.0327,0.828,0.000178,4,0.461,4,556133,-11.01,0.302,1Ku5vu9Crncz8ixeT4Ijxc,0
For You,Robert Glasper Experiment,Double Booked,0.315,0.105,125.194,0.038,0.274,0.0217,1,0.587,1,130360,-10.318,0.28,2Q0TOWSty3uLXIW1sR1xQt,1
Cissy Strut,The Meters,Funkify Your Life: The Meters Anthology (US Release),0.811,0.348,176.142,0.0997,0.115,0.831,4,0.53,0,181840,-9.343,0.708,7b8s4Z0abQQ4x4jpct4GjR,1
Cosmic Patience,Gilad Hekselman,Homes,0.311,0.101,125.488,0.0356,0.634,0.163,4,0.405,4,676360,-15.728,0.224,0pW2bPwkNZiyhQLlahkACz,1
Just Ain't Gonna Work Out,Mayer Hawthorne,A Strange Arrangement,0.544,0.179,90.562,0.0306,0.212,0.106,4,0.782,4,150933,-5.448,0.753,2jJulR1CTEuHsXpS6bGDou,1
Holding On,Diggs Duke,Gravity,0.646,0.147,194.752,0.111,0.208,0.0107,4,0.683,10,103586,-12.542,0.796,5Jiba8OoVSLJTgeMPwcJZN,0
Tell Me A Bedtime Story,Robert Glasper Experiment,ArtScience,0.646,0.118,122.04,0.0315,0.175,0.192,3,0.68,11,425373,-9.491,0.221,5hta2od3e6jW2U4eenUFFB,0
Festival,Robert Glasper Experiment,Double Booked,0.646,0.681,129.397,0.0523,0.0231,0.32,4,0.477,1,602373,-7.888,0.1,4VWpJN3oCb7bUkTrESWcDX,1
Fim de Semana,Tenorio Jr.,Embalo,0.821,0.098,93.636,0.0513,0.433,0.909,4,0.271,0,250867,-8.592,0.681,1A3uw1KSkt6JytJeX3v8r5,1
Witch Hunt - 1999 Digital Remaster,Wayne Shorter,Speak No Evil,0.688,0.0284,100.461,0.0405,0.582,1.75e-05,4,0.419,5,491493,-7.234,0.408,6fw1b1bCVNY5EVurncxIss,0
A Strange Arrangement,Mayer Hawthorne,A Strange Arrangement,0.357,0.0802,127.627,0.0278,0.802,0.000698,4,0.657,7,256627,-10.292,0.448,317OFkOkfWixmWU1goDjwo,0
People Say,The Meters,Rejuvenation,0.622,0.0368,103.74,0.102,0.0349,0.00202,4,0.833,7,314026,-12.632,0.843,746CCMLis8SK64lLVXMF1d,1
Eronel,Thelonious Monk,Criss-Cross (Expanded Edition),0.354,0.0958,177.572,0.0417,0.525,0.000273,4,0.487,9,270133,-13.884,0.736,67tnJf77mVKMIOVcR1SQ2F,0
Still Beating,Mac DeMarco,This Old Dog,0.496,0.151,78.477,0.0417,0.581,0.195,4,0.709,1,181587,-10.528,0.469,2N4idqj9TT3HnH2OFT9j0v,0
Naima,John Coltrane,Giant Steps (Deluxe Edition),0.0141,0.0792,171.439,0.0418,0.948,0.0944,3,0.303,10,258266,-19.759,0.157,1hVRTl4yhWmGW7ImZoO22e,0
Time After Time - Instrumental,The Bad Plus,It's Hard,0.158,0.107,112.888,0.0592,0.748,0.903,3,0.58,0,374627,-13.474,0.226,1CdSQrf0mqQkjDRNJ0mXd4,1
Diana by My Side,The Olympians,The Olympians,0.59,0.324,97.656,0.027,0.218,0.84,4,0.579,7,209227,-9.392,0.803,1cLJu2SVYgvA4zErKpfjzj,0
For the Fallen,Kneebody,Anti-Hero,0.679,0.0916,87.907,0.0341,0.29,0.84,4,0.498,1,321440,-11.623,0.164,1Wnx2ZERFJxaslj9VuZq9q,1
Strings of Light,Yussef Kamaal,Black Focus,0.796,0.342,144.102,0.0674,0.00412,0.81,4,0.362,7,508773,-8.733,0.456,2sEmZge5ZfzrFrDGFJbkyP,0
Nardis,Bill Evans,Days of Wine and Roses,0.409,0.664,100.581,0.0671,0.623,0.508,4,0.411,4,502440,-21.76,0.599,1RKzBNjgdg412iBbPFpYhe,0
Wild Flower - 1999 Digital Remaster,Wayne Shorter,Speak No Evil,0.63,0.107,81.709,0.0321,0.717,3.37e-05,3,0.405,7,366973,-7.337,0.45,6tadSGrUKQXnYRusoqtNx0,0
Wave,Antônio Carlos Jobim,Bossa Nova,0.416,0.314,144.178,0.0381,0.263,4.28e-06,4,0.52,2,201680,-12.386,0.701,42k3V3GgBKOTuaFEggP8yx,1
Still Feel Like Your Man,John Mayer,The Search for Everything - Wave Two,0.593,0.244,106.024,0.0683,0.512,0.0021,4,0.861,2,236693,-6.692,0.501,3pdWCmUno1bWzYIdYwoiMM,1
Verona,Gilad Hekselman,Homes,0.348,0.0983,96.44,0.032,0.836,0.799,3,0.33,1,470733,-16.09,0.279,0EFekrpACxOZIxq47OM7bk,1
Crooked Creek,Brian Blade,Perceptual,0.404,0.111,86.565,0.0347,0.888,0.861,3,0.341,1,550333,-11.24,0.272,10TiIsRhDW0795Msycgs8E,1
Just Squeeze Me,Miles Davis Quintet,Miles: The New Miles Davis Quintet (Rudy Van Gelder Remaster),0.328,0.138,91.936,0.0372,0.826,0.000526,4,0.553,5,446453,-10.606,0.309,1e7CUr6OqK2U6yvZNOqEsP,1
Already There,Taylor Mcferrin,Early Riser,0.822,0.116,139.039,0.039,0.423,0.96,4,0.404,5,179987,-9.708,0.734,1BQXM0yKAuRjdW9S3X2UXk,0
Sirens of Jupiter,The Olympians,The Olympians,0.714,0.0824,93.351,0.0381,0.112,0.113,4,0.553,5,222960,-8.383,0.885,2yM6bVAkaJP5YzTBlAgUbK,0
Waiting On the World to Change,John Mayer,Continuum,0.756,0.249,176.75,0.115,0.159,0.000232,4,0.577,2,201173,-5.82,0.663,5imShWWzwqfAJ9gXFpGAQh,1
IV,BadBadNotGood,IV,0.608,0.328,124.592,0.0416,0.645,0.882,4,0.416,9,419248,-7.516,0.205,0DvcWuW3B6gaarDB8s92tc,1
Staring at the Sun - Instrumental,The Bad Plus,It's Hard,0.334,0.139,131.819,0.0373,0.866,0.891,4,0.384,8,267360,-16.53,0.144,3fFmksnLmZij81CRqZkd8P,1
Dr. Jackle,Miles Davis,Milestones,0.668,0.0985,75.133,0.102,0.188,4.39e-06,4,0.361,2,345933,-7.337,0.696,1d8nSRQam4oz1J0TDS6nvk,0
Nardis,Bill Evans Trio,Explorations,0.104,0.125,80.581,0.0509,0.861,0.821,4,0.496,0,349493,-24.419,0.232,37vEa9sfgAqEZuqX8AX0Zk,1
Retold,Nate Smith,KINFOLK: Postcards from Everywhere,0.593,0.109,157.626,0.0359,0.747,0.846,3,0.392,2,294693,-9.666,0.165,60x0JnIVN1ou3qzAlRWVOv,1
So What,Miles Davis,Kind Of Blue (Legacy Edition),0.151,0.116,136.356,0.0373,0.705,0.00136,4,0.517,0,562640,-17.266,0.21,4vLYewWIvqHfKtJDk8c8tq,1
Sid's Ahead,Miles Davis,Milestones,0.436,0.0981,109.778,0.0369,0.223,0.000107,4,0.533,8,779160,-8.861,0.372,13fJE7vmTBJOx42MNkF9r4,1
Juju - 1999 Digital Remaster,Wayne Shorter,JuJu,0.741,0.169,174.15,0.0593,0.773,0.0149,3,0.308,6,515827,-7.919,0.264,7Ke18a4dLDyjdBRNd5iLLM,1
E.S.P.,Miles Davis,E.S.P.,0.608,0.166,143.257,0.0365,0.298,0,4,0.411,2,328427,-8.548,0.648,61K5CsgNZy69TFzrsFS1XM,0
I Wish It Would Rain,Mayer Hawthorne,A Strange Arrangement,0.261,0.157,60.709,0.0365,0.863,0.0227,4,0.766,10,238693,-12.868,0.575,0CTm1ae7buuBnWYtBxiECH,1
Gaucho,Steely Dan,Gaucho,0.447,0.0717,124.588,0.0412,0.637,1.57e-05,4,0.747,5,332213,-7.304,0.597,6EYDxDuQvCMEXS26TVWQPM,1
Working Man,The Dip,The Dip,0.48,0.0662,89.835,0.0397,0.38,0.000189,4,0.434,9,249640,-7.565,0.553,6AJDPYNHaDDA7UrFL08L11,1
Leolam,Avishai Cohen,Aurora,0.296,0.0927,112.328,0.0505,0.709,0.771,3,0.5,0,210853,-18.121,0.383,2meWfGWPifPtdKO6p7Kr6R,1
Butterfly,Herbie Hancock,Thrust,0.529,0.0483,118.559,0.0439,0.438,0.839,4,0.511,5,677333,-12.629,0.796,2YQBDxMbQbOsdXixdL4ZyE,0
The Yellow Jacket,Shaun Martin,7Summers,0.741,0.139,114.013,0.0369,0.281,0.906,3,0.614,2,364586,-14.51,0.204,49aeohTR1j03QWWRyBSr2L,1
Smile Meditation,Vulfpeck,Thrill of the Arts,0.269,0.102,102.634,0.051,0.738,0.731,4,0.818,0,269335,-13.989,0.649,7a00cQDulg05uPkHuFoQiS,0
Remedy,Teddy Rycroft,Remedy EP,0.812,0.429,148.22,0.109,0.0388,0,4,0.642,11,214439,-5.847,0.585,7znNVMvybAqamPPSO0EU5s,0
Exploration Intro,Makaya McCraven,In The Moment (Deluxe Edition),0.138,0.0866,158.572,0.0926,0.812,0.833,4,0.418,9,83230,-18.824,0.176,70RYoEPr4ueSkUBCjbfunc,1
No Signal,Chon,Homey,0.629,0.384,110.047,0.0478,0.0191,0.777,1,0.411,6,228016,-8.126,0.406,2ZtixXKNeEMfQqT4iYGqjp,1
"Mix Up, Mix Up",Bob Marley & The Wailers,Confrontation,0.492,0.113,87.87,0.0552,0.145,0.00019,4,0.847,9,302602,-9.217,0.832,12zYQ3dOGdclP6Iy2a0bgy,0
First Thing First,Makaya McCraven,In The Moment,0.772,0.36,95.971,0.0442,0.581,0.63,4,0.25,10,727059,-10.656,0.205,4hUKD2KygnSTHRIxEXEQFE,0
Madonna,Teddy Rycroft,Remedy EP,0.762,0.0975,138.023,0.109,0.206,3.93e-06,4,0.798,11,215652,-4.943,0.554,6tqmDfScpLUxM1CgqaFKbJ,0
Eighty-One,Miles Davis,E.S.P.,0.416,0.265,139.282,0.026,0.496,0.000428,4,0.521,7,374133,-10.898,0.611,0eyDYZmV5seBW1j9Ga41AR,0
Reza,Elvin Jones,Puttin' It Together,0.544,0.18,109.311,0.0823,0.0602,0.286,4,0.476,8,433267,-17.1,0.6,6IgVY53j5gJXOHRHLscYp4,1
Wave,Antônio Carlos Jobim,Wave,0.319,0.0859,144.944,0.0337,0.797,0.901,4,0.549,7,176907,-20.688,0.857,7f4kCTMd4Q5duvmWQl5vdT,1
Postpartum,Taylor Mcferrin,Early Riser,0.595,0.107,105.874,0.0557,0.00673,0.0669,3,0.185,11,238960,-9.05,0.163,2Bh5yaioEoQ23XD8KVUlkN,1
Deluge - 1999 Digital Remaster,Wayne Shorter,JuJu,0.536,0.129,115.675,0.0353,0.77,1.58e-05,4,0.553,4,413827,-8.333,0.449,1WTeBG1uctVhtWM6ZfOaWk,1
Juju (Alternate Take) [Rudy Van Gelder Edition] [1999 - Remaster],Wayne Shorter,JuJu,0.751,0.239,174.596,0.0553,0.725,0.000115,3,0.334,11,470853,-8.9,0.324,676GFJ10fxTUzNL4pbRKCE,0
Locomotive,Thelonious Monk,"Straight, No Chaser",0.439,0.13,112.208,0.0408,0.784,0.145,4,0.671,8,400427,-11.181,0.7,4jsgnWWPKM45CHfju35xqL,1
Cuerpo Y Alma,Esperanza Spalding,Esperanza,0.433,0.104,81.964,0.0307,0.528,0.0259,3,0.488,8,481080,-10.972,0.44,2gTIfTr9XOv7Brek0785J9,1
Won't Be Coming Back,The Dip,Won't Be Coming Back,0.576,0.0801,87.368,0.0316,0.259,0.855,3,0.63,11,250280,-5.982,0.849,0fLO6A9xUUykWWevnwxPEn,1
Doubt,Ben Wendel,What We Bring,0.318,0.104,122.206,0.0504,0.812,0.923,4,0.632,8,295347,-18.229,0.301,0K5iLecaSxlo85f5DfWvWy,1
Will You Still Be Mine - RVG Remaster,Miles Davis,The Musings Of Miles (RVG Remaster),0.456,0.175,127.69,0.0405,0.806,0.000121,4,0.565,8,381360,-10.98,0.743,1PH1sjijtkUjujNiiIgPUN,1
