Track Name,Primary Artist,Album,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,id,mode
Limestone,Magic City Hippies,Hippie Castle EP,0.457,0.0614,78.014,0.0383,0.282,0.00849,4,0.706,4,209165,-9.359,0.723,00HIh9mVUQQAycsQiciWsh,1
Feel It Still,Portugal. The Man,Feel It Still,0.798,0.0733,78.969,0.0613,0.0406,6.31e-05,4,0.78,1,163251,-5.151,0.771,7FESgYLcOufHqKlwrvJN60,0
The Underdog,Spoon,Ga Ga Ga Ga Ga,0.65,0.703,145.062,0.034,0.0567,0.000412,4,0.684,7,222320,-6.447,0.889,2YRuexk6q6so8F5M69n4t1,1
Gettin Up,Q-Tip,The Renaissance,0.67,0.112,94.713,0.135,0.0131,0.0156,4,0.773,1,197680,-5.375,0.724,2EsBCpGIwi0GqhaFmNOPIS,1
Yearnin' Burnin',Pleasure,The Greatest Of Pleasure,0.377,0.0568,103.289,0.0382,0.00901,0.00857,4,0.853,1,298027,-13.49,0.795,1MwJu1J5zw2ANaE3hg2Rrb,1
Slow Down Love,Louis The Child,Love Is Alive EP,0.59,0.208,127.275,0.359,0.559,3.42e-05,4,0.618,11,157891,-7.751,0.285,0z95CqBxQnSQhNnoWTZJKL,0
Morning House,Glassio,Morning House,0.692,0.152,99.983,0.034,0.0651,0.00128,4,0.719,1,213900,-7.251,0.574,1cE98jj5Ri5aWhLSEjGUZc,1
Jump (feat. Gizzle),Lupe Fiasco,Jump (feat. Gizzle),0.762,0.087,75.549,0.243,0.0418,0,4,0.79,6,274910,-5.704,0.96,4gxGt5OtqiZwUjI1AbsByk,0
Moon Child,The F-16's,Triggerpunkte,0.713,0.0814,120.016,0.0314,0.0568,0.00262,4,0.606,9,279841,-5.987,0.549,4TcrTb8W4lKkoi62nwU5GO,1
GOD.,Kendrick Lamar,DAMN.,0.565,0.199,132.893,0.0892,0.0377,0,4,0.696,0,248827,-5.933,0.216,5p3NP9mQblDsVJLdfNZJ3I,1
Norf Norf,Vince Staples,Summertime '06,0.54,0.11,100.039,0.0661,0.445,3.63e-05,4,0.915,7,183159,-6.578,0.111,4uQ7wYsuL0DryknoDc11Hk,1
DEVASTATED,Joey Bada$$,ALL-AMERIKKKAN BADA$$,0.628,0.254,123.004,0.0682,0.0634,0,4,0.812,10,207059,-6.164,0.485,4ntsD33Pgsgk8rUyZLLiUV,0
You Are My Face,Wilco,Sky Blue Sky,0.485,0.149,80.386,0.0305,0.302,0.00763,4,0.494,2,277800,-7.498,0.383,6ntTz7uUloZeuVm6xDf78e,1
Good Drank,2 Chainz,Pretty Girls Like Trap Music,0.779,0.121,130.002,0.224,0.279,0,4,0.834,4,222707,-1.075,0.391,39pS70eeDvyCAF3t8NAlVV,0
I Summon You,Spoon,Gimme Fiction (Deluxe Edition),0.725,0.115,128.091,0.0695,0.0877,0.000302,4,0.812,4,235560,-5.789,0.957,2DZTBHqWQzpfcvesy7X331,0
The Caller,Sure Sure,Songs from 2014,0.447,0.182,106.006,0.0466,0.234,0.218,4,0.731,6,235738,-11.585,0.34,0PRQP7RiGfMlCE8usUnoee,1
Chicago,Sufjan Stevens,Illinois,0.463,0.0892,124.977,0.0303,0.585,0,4,0.579,7,364613,-9.657,0.447,7Bo0xLcXWx3pdhqwthqGaz,1
Hollow Life,Coast Modern,Hollow Life,0.748,0.0386,118.96,0.0389,0.00332,4.19e-06,4,0.631,8,237067,-4.042,0.255,6Uaz0UV4y7EPdviYUDWwlu,1
Où va le monde,La Femme,Mystère,0.836,0.296,151.978,0.0435,0.497,0.000522,4,0.455,9,337867,-6.536,0.555,6M2ZYgZ2cdu5oCHGI8wamV,0
New York New Dog,Sure Sure,New York New Dog,0.36,0.0994,151.906,0.0543,0.496,0.00402,4,0.588,0,230428,-10.25,0.298,2m2AkAm0ybkRddZQ1cSBc8,1
Marcel,Her's,Marcel,0.65,0.334,106.99,0.0277,0.529,0.0748,4,0.624,9,187572,-5.993,0.655,7BttFWHvQk5LCj2yOTDf8E,1
Flow,Crooked Colours,Flow,0.623,0.117,118.012,0.0484,0.161,0.524,4,0.529,6,288651,-8.053,0.242,0LiLU0WMDjpqSnixcH4uDm,0
Another Day - Remastered 2012,Paul McCartney,RAM,0.337,0.119,122.235,0.0338,0.312,0.0108,3,0.708,7,222533,-13.162,0.852,4CeXXn71DG2X3i3bq3PK53,1
Own Light (What Hearts Are For),Brother Ali,All The Beauty In This Whole Life,0.788,0.151,175.963,0.331,0.131,0,4,0.572,1,249747,-4.601,0.305,5imkHUQrpeP2FgojEou0fP,1
Animals,Coast Modern,Animals,0.924,0.15,121.034,0.0432,0.00208,7.84e-05,4,0.597,9,214267,-4.076,0.881,7LhLS1B6KSwg3ODV2gUAlO,1
Caroline,Aminé,Caroline,0.394,0.131,120.058,0.492,0.303,0,4,0.945,10,209747,-8.571,0.743,5GFDrUTLGJix84sNhjCG0g,1
Name For You,The Shins,Heartworms,0.76,0.668,123.089,0.0317,0.00563,0,4,0.639,0,189493,-5.402,0.877,6qnaCx4wQQBqFd9XdQyWjC,1
So Young,Portugal. The Man,Woodstock,0.445,0.155,75.996,0.0291,0.348,5.93e-05,4,0.671,4,246480,-7.842,0.811,4SNtyKNyYJ8ERT7YLlnFBr,0
The Way It Was,Coast Modern,The Way It Was,0.749,0.0798,80.033,0.0541,0.066,4.24e-05,4,0.595,4,229667,-5.992,0.636,1b91Hfg3v9vxqkAxRZCSEc,1
ROCKABYE BABY,Joey Bada$$,ROCKABYE BABY,0.877,0.0481,166.242,0.371,0.166,0,4,0.553,7,223553,-4.694,0.557,2YcVKlQul01z29cPzMFfvy,0
Nanã,Polo & Pan,Caravelle,0.723,0.216,94.018,0.0327,0.186,0.0436,3,0.687,4,190827,-6.437,0.394,0Psz3az3RIYfJpnsajBT8N,0
Heartworms,The Shins,Heartworms,0.652,0.0981,108.87,0.0267,0.0661,0,4,0.593,4,176640,-5.412,0.615,6NsF6MDjK4ygE6KdwFC8kw,1
Washed Away,Eyes on the Shore,Washed Away,0.529,0.0302,76.01,0.0297,0.0229,0.0107,4,0.557,2,225789,-4.965,0.658,6kzHdev57277EI4hniyGhK,1
Energy Spent,Liam Finn,I'll Be Lightning,0.88,0.357,97.3,0.0666,0.509,0.383,4,0.613,0,248067,-9.214,0.59,4WKtaU5OaisNAX56VKWUfC,1
Sunday,Abhi The Nomad,Catharsis,0.629,0.0554,94.978,0.148,0.3,5.03e-05,4,0.878,5,189474,-7.704,0.71,1H58IIg9RfDAm7mz4QA2ma,1
End Of The Line,Traveling Wilburys,"The Traveling Wilburys, Vol. 1",0.833,0.0544,167.203,0.0521,0.166,0,4,0.577,2,209520,-6.596,0.92,4HA2jo7wkMdN1lmLO6ryzE,1
