Track Name,Primary Artist,Album,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,id,mode
Jump Off The Roof,Vince Staples,Summertime '06,0.945,0.512,120.035,0.0808,0.0914,0.00104,4,0.73,1,223986,-5.432,0.593,1deetO7jeQqMH2C7kSH32a,1
Homemade Dynamite,Lorde,Melodrama,0.437,0.0921,106.953,0.0625,0.223,1.41e-06,4,0.757,10,189796,-5.54,0.232,02oAUzv4M0ItuTDy2RT3IT,1
Brave as a Noun,AJJ,People Who Can Eat People are the Luckiest People in the World,0.611,0.691,182.529,0.102,0.193,0,4,0.492,0,74960,-6.438,0.933,6bfPo8Ge3VoD4dEGSDs0R9,1
Joanie,The Front Bottoms,Needy When I'm Needy,0.815,0.328,130.771,0.0438,0.000493,0,4,0.519,10,186573,-4.068,0.617,5INWlwa21TSPLA7SdIE9YS,1
The Plan (Fuck Jobs),The Front Bottoms,Back On Top,0.87,0.113,100.816,0.0349,0.00157,1.47e-06,4,0.413,0,218133,-4.885,0.8,2UJ2JvrxU5Ue1y08o5TzqJ,1
"Shook Ones, Pt. II",Mobb Deep,The Infamous,0.786,0.0817,93.857,0.229,0.0146,0.0114,4,0.763,10,325507,-6.472,0.504,33ZXjLCpiINn8eQIDYEPTD,0
"Caroline, Please Kill Me",Coma Cinema,Blue Suicide,0.758,0.0968,107.024,0.0411,0.0098,2.85e-05,4,0.364,6,109568,-3.563,0.313,7Ef0NA7RZ7ag6jUVNCVMVm,0
Pepe Silvia,"Perspective, a Lovely Hand to Hold",Play Pretend,0.667,0.164,179.607,0.0317,0.0228,0.000858,4,0.429,8,155672,-7.19,0.349,0pUehjTgCBMPi0uUTeyAcW,1
Small Talk,Tom Segura,Mostly Stories,0.867,0.496,93.841,0.698,0.797,0,3,0.397,1,234300,-10.281,0.269,2jSvBTYm9CkS1oSTtlsiTp,1
XXX. FEAT. U2.,Kendrick Lamar,DAMN.,0.618,0.11,129.989,0.357,0.148,1.69e-06,4,0.65,8,254200,-6.975,0.297,4iYRa2btalAzPZoSYfROqF,1
Green Light,Lorde,Melodrama,0.734,0.0873,128.876,0.101,0.0149,1.23e-05,4,0.599,9,234653,-7.77,0.241,6ie2Bw3xLj2JcGowOlcMhb,1
Smoke Dope and Rap,Dre Dog,The New Jim Jones,0.594,0.431,96.345,0.351,0.154,0,4,0.84,6,278053,-8.46,0.631,5yeW9wyvtgUHIk27vvcjSR,0
One Day,Tom Segura,Mostly Stories,0.853,0.836,81.312,0.906,0.849,0,3,0.426,1,252259,-10.983,0.283,15ZEA9WDjpiWS7Qlw3jEBQ,0
"Our Lives Would Make A Sad, Boring Movie",The Hotelier,It Never Goes Out,0.971,0.311,139.949,0.124,0.00788,3.32e-06,4,0.349,9,185960,-2.671,0.352,7ApYW2IOQovlZ8RabzHtUK,1
Bunk,Bruce Bayne,Face Melt,0.377,0.0629,107.045,0.127,0.0422,0,4,0.939,5,269965,-7.99,0.532,16WvNIQOftnY9lXiIWufcx,1
Sabrina the Teenage Bitch,Seaway,Sabrina the Teenage Bitch,0.972,0.421,105.011,0.0468,0.000534,7.54e-05,4,0.471,1,128670,-1.954,0.825,5Z7DhDCaWTrhIHrtaDfJEM,1
Bathtub,The Front Bottoms,The Front Bottoms,0.725,0.705,132.973,0.0817,0.0488,0,4,0.679,5,191867,-7.196,0.455,7w2YsY9dpR5zWSUYzRtYxB,1
Perfect Places,Lorde,Melodrama,0.576,0.129,104.324,0.0581,0.00257,2.03e-05,4,0.62,1,221874,-5.275,0.512,7ARveOiD31w2Nq0n5FsSf8,0
"Heck You Bart, Pt. II: Electric Boogaloo",Mom Jeans.,Split,0.843,0.103,169.903,0.0558,0.00125,0.213,4,0.425,7,321116,-8.432,0.386,0R7pVtMPriQTSGNY3e8j9O,1
Shouting Black,Tom Segura,Completely Normal,0.705,0.483,79.16,0.957,0.815,0,3,0.547,4,113237,-14.183,0.231,0SX9ZHBEYfi7o8923bX5W2,1
Certified,Diverse,One A.M.,0.85,0.274,92.622,0.477,0.157,0,4,0.691,1,228133,-5.447,0.624,5L1uKioA3EkFAs7SSHE6MK,0
"I Am A Man Of Constant Sorrow - From “O Brother, Where Art Thou” Soundtrack / Radio Station Version",The Soggy Bottom Boys,"O Brother, Where Art Thou? (Soundtrack)",0.308,0.104,85.917,0.0274,0.69,0,4,0.568,5,190000,-13.063,0.721,5AhDb4oM6f4YmHPXW123Fg,1
Gook,Denzel Curry,Imperial,0.797,0.142,74.996,0.196,0.165,1.4e-06,4,0.671,1,166624,-5.051,0.286,1T5mVPJE6LilJ7f73L3UDo,0
HUMBLE.,Kendrick Lamar,DAMN.,0.611,0.0976,150.02,0.0888,0.000259,2.03e-05,4,0.904,1,177000,-6.842,0.4,7KXjTSCq5nL1LoYtL7XAwS,0
BEN CARSON,BROCKHAMPTON,ALL-AMERICAN TRASH,0.423,0.218,150.725,0.394,0.00217,2.6e-06,4,0.545,7,140931,-11.062,0.33,253490LtmZhYGUQy05eCNV,1
Your Graduation,Modern Baseball,You're Gonna Miss It All,0.902,0.327,184.737,0.176,0.001,0,4,0.395,8,163760,-5.808,0.632,2J1t2b8xPBqZzj5znx0C7C,0
2:45 AM,Elliott Smith,Either/Or,0.0858,0.111,167.284,0.0432,0.782,0.000109,4,0.489,4,198973,-20.465,0.368,0slNmVeSKrqQspVDxsOtdG,0
Get Weird,Dowsing,I Don't Even Care Anymore,0.88,0.117,125.079,0.0444,0.00315,0.0201,4,0.49,4,186716,-6.139,0.437,24FmIX7PjOB2lQJmzzyi8x,1
Yeah,Andre Nickatina,Friscostreetshow.com Presents: This Is How We Eat #2,0.668,0.234,102.28,0.353,0.258,0,4,0.866,1,212147,-4.981,0.55,1hAaZS3JSSWzyhNNuO02SE,1
As Good as It Gets,Sudden Suspension,There's a Bigger Picture Here,0.983,0.336,194.448,0.247,2.78e-05,0.04,4,0.113,8,186263,-4.539,0.147,5XGy23lO925DzZhHrMNZsb,1
Too Hot To Stop (Part One),The Bar-Kays,The Best Of The Bar-Kays,0.646,0.117,102.79,0.0763,0.118,0.00059,4,0.761,7,384640,-13.597,0.879,1pZlO1V8RgQFHUKDLOPguT,1
BIKES!,Tom Segura,Mostly Stories,0.855,0.702,72.905,0.887,0.731,0,1,0.47,5,323550,-10.516,0.31,0nBsyEjfaOvVgXjPIxKsXI,0
Knotty Head - UK Remix,Denzel Curry,Knotty Head (UK Remix),0.797,0.102,158.069,0.262,0.228,0,4,0.598,6,246387,-5.515,0.376,2upqg13JAAjjA6MsHLbaol,0
Wolfman,The Front Bottoms,GDP / The Front Bottoms,0.942,0.152,156.012,0.0789,0.000363,0.000129,4,0.448,2,201853,-5.392,0.584,4GjCqozFMmIWK8DapsA95M,0
No Tears,Scarface,The Diary,0.818,0.713,81.93,0.359,0.0353,0,4,0.88,1,146280,-7.427,0.726,6kYTywTCfycHZcH0WdLyRy,1
Monsters,"Slaughter Beach, Dog",Welcome,0.692,0.104,129.973,0.0311,0.00264,0.00799,4,0.552,0,206080,-7.161,0.605,5fGQQclg5IovvSvzWq4iFZ,1
Personal Space Invader,AJJ,People Who Can Eat People are the Luckiest People in the World,0.585,0.168,60.686,0.109,0.231,0,3,0.539,0,179013,-7.054,0.746,2Ok2MUomO0kORdxCZNjrmF,1
My Homeboys Chevy,Andre Nickatina,A Tale Of Two Andres,0.67,0.343,180.338,0.361,0.0815,3.87e-06,4,0.83,2,171427,-6.189,0.957,73ryCdof3BPKJ1vNPVefTD,1
Die Young,Sylvan Esso,What Now,0.555,0.103,101.964,0.0328,0.361,0.00684,4,0.698,8,210613,-6.436,0.471,1BRwuvjhkgezmv1gcI6lT6,1
Your Heart Is a Muscle the Size of Your Fist - Live,Ramshackle Glory,Live the Dream,0.718,0.124,95.644,0.133,0.296,0,4,0.539,2,220840,-6.544,0.804,3NaMBA6R1bq0qBiXckSHcf,1
Day Gaunts,Days N Daze,Rogue Taxidermy,0.458,0.137,135.11,0.0473,0.41,0,4,0.624,9,203050,-12.664,0.975,00rmsjfesXsyNfQJpGKm98,1
Sugar,IshDARR,Broken Hearts & Bankrolls,0.509,0.0794,118.014,0.0722,0.0961,2.68e-06,4,0.771,1,168500,-8.69,0.741,5SZPiuYPQvZsYSbUeHUvKI,0
Minnesota,Tiny Moving Parts,Celebrate,0.891,0.121,123.058,0.0328,5.41e-05,0.000796,4,0.586,11,223493,-3.394,0.62,7xBrRL6DK3e42owhw2AwTD,1
What's Up?,4 Non Blondes,"Bigger, Better, Faster, More !",0.555,0.114,134.369,0.0287,0.16,0,4,0.561,11,295493,-9.734,0.497,0jWgAnTrNZmOGmqgvHhZEm,0
Gengar! Gengar! Gengar!,Dowsing,It's Still Pretty Terrible,0.759,0.14,175.989,0.054,0.00199,0.00254,4,0.382,1,168107,-7.28,0.628,4f3H2NeFdmWzux72bgoMg1,1
Call In the Coroner,Days N Daze,Rogue Taxidermy,0.731,0.317,93.634,0.0687,0.329,1.15e-05,4,0.365,0,208039,-8.632,0.927,0JSR2ZQ5yU3cjQcb90ELws,1
No Good,Knuckle Puck,The Weight That You Buried,0.952,0.207,184.094,0.0702,0.0102,0,4,0.285,6,174974,-2.865,0.555,6QE9wweexetE63HPZki8vY,1
Self Control,Frank Ocean,Blonde,0.209,0.356,80.069,0.0313,0.765,0,4,0.572,8,249668,-10.413,0.446,5GUYJTQap5F3RDQiCOJhrS,1
Allahu Akbar,Emperor X,Western Teleport,0.963,0.146,81.01,0.19,0.193,0.561,4,0.352,5,211467,-5.477,0.245,02Fd43ZSZY0n5VsVAKwC7F,1
Flashlight,The Front Bottoms,The Front Bottoms,0.865,0.105,151.043,0.0625,0.00129,0,4,0.429,9,297347,-3.751,0.681,0xR5ZhiksJK6lMRdI6S2A4,1
Friends in Theory,Tommy Boys,Tommy Boys,0.84,0.131,147.964,0.0529,0.0152,0,4,0.453,0,195937,-3.723,0.436,27Y5HRyqocBecw6yEIEIFD,1
Radio-Inactive,Blueprint,Adventures In Counter-Culture [Deluxe Edition],0.775,0.68,139.859,0.246,0.292,0,4,0.39,9,256880,-7.729,0.261,31PXBDQCD76Hue6986vtwE,1
Locals,IshDARR,Broken Hearts & Bankrolls,0.425,0.118,120.062,0.152,0.248,0,4,0.77,9,176000,-10.796,0.375,684QDmRWzF4p2bICP68oou,1
Death Cup,Mom Jeans.,Best Buds,0.748,0.166,85.983,0.0411,0.0947,0.000553,4,0.353,1,276000,-9.339,0.574,7FDZJ5Ky9QLTYrIMqOwQB0,1
Fall Out,Days N Daze,Split EP,0.792,0.107,181.705,0.141,0.307,5.54e-06,4,0.425,5,215036,-8.771,0.596,21yefJsHFdFYHdv55wnirL,1
Local Man Ruins Everything,The Wonder Years,Suburbia I've Given You All and Now I'm Nothing,0.976,0.121,161.271,0.226,0.000398,0,4,0.318,8,169436,-5.243,0.429,6dvyb5zSrPSX3jtfLErWwL,1
Edward 40hands,Mom Jeans.,Best Buds,0.838,0.0949,172.007,0.045,0.00446,0.000105,4,0.426,9,266427,-7.214,0.37,3leYezEkKWsAY1SaWN0B4e,1
Came Out Swinging,The Wonder Years,Suburbia I've Given You All and Now I'm Nothing (Deluxe Version),0.893,0.123,103.653,0.136,0.0115,0,4,0.325,1,244747,-5.683,0.421,5MTo2C0qPhIg5hXDcgIDeU,1
Hip Hop,Mos Def,Black On Both Sides,0.853,0.543,90.886,0.275,0.0222,0,4,0.512,1,196440,-5.209,0.757,4gQdwwPXSXnDkUh4jYqLoC,1
The Beers,The Front Bottoms,The Front Bottoms,0.769,0.185,139.383,0.0552,0.155,0,4,0.52,4,212253,-4.367,0.623,3OrD0xAh6aAcfiQwg7Bnrg,1
Pressure Drop,Toots & The Maytals,Toots & The Maytals - Pressure Drop,0.713,0.059,146.265,0.037,0.624,0,4,0.629,8,176213,-4.642,0.982,28SKEi3NKRYoDO44vea0ws,1
Pink + White,Frank Ocean,Blonde,0.552,0.415,159.738,0.0991,0.67,4.57e-05,3,0.544,9,184516,-7.45,0.554,3xKsf9qdS1CyvXSMEid6g8,1
Laugh Till I Cry,The Front Bottoms,Back On Top,0.891,0.186,100.789,0.0302,2.37e-05,0,4,0.545,7,227627,-3.713,0.533,2DK7xqyQA9YKRYtu0ZuvGl,1
Closer to Fine,Indigo Girls,Indigo Girls (Expanded Edition),0.677,0.224,98.339,0.0286,0.368,0,4,0.54,9,241600,-6.349,0.748,7rKyITVLEwldhdXIy7P6Vw,1
Twin Size Mattress,The Front Bottoms,Talon Of The Hawk,0.867,0.103,145.25,0.0812,0.00548,4.33e-06,4,0.328,4,264677,-5.53,0.336,0tCJ4iU48j9B6xMjXx35Ht,1
Mask Off,Future,FUTURE,0.434,0.165,150.062,0.431,0.0102,0.0219,4,0.833,2,204600,-8.795,0.281,3rOSwuTsUlJp0Pu0MkN8r8,1
Dumb Playing,IshDARR,Broken Hearts & Bankrolls,0.487,0.11,161.311,0.163,0.669,0,4,0.512,2,134062,-8.951,0.257,3i3I49sPZX6iRwFnoWCEEK,0
Cocaine,Andre Nickatina,A Tale Of Two Andres,0.535,0.111,98.927,0.1,0.648,0,4,0.884,3,107000,-7.028,0.618,39JkAfgTCi5UhvwfYd7S22,1
The Bird,Anderson .Paak,Malibu,0.645,0.154,148.733,0.421,0.0838,0.000355,4,0.488,11,217773,-7.226,0.595,7pamxApUs3CE8t7tKmUJ6Z,1
Jim Bogart,The Front Bottoms,Rose,0.49,0.158,79.326,0.0301,0.141,0,4,0.274,5,197973,-6.546,0.58,1OSmJmnRaBLPWg5nCy3YaJ,1
Knotty Head,Denzel Curry,Imperial,0.849,0.066,157.961,0.15,0.229,0,4,0.684,6,268219,-3.48,0.36,3DaXXVRXK7sWRNEugMe7s6,0
Many Men (Wish Death),50 Cent,Get Rich Or Die Tryin' (Explicit Version),0.841,0.121,108.095,0.43,0.0153,0.000797,5,0.574,11,256227,-2.92,0.402,2I9foKseoFQh07p6sD2voE,0
Swell,Common Market,Tobacco Road,0.65,0.0977,85.012,0.201,0.272,0,4,0.828,1,228728,-5.837,0.618,462T2Je5iJcUHIuvqYGgM9,1
Tattooed Tears,The Front Bottoms,Talon Of The Hawk,0.922,0.305,138.91,0.0774,0.0051,1.25e-05,4,0.37,0,231230,-6.019,0.527,66EanXe60qnecFW43W4x8Z,1
Red Bottoms,Dave East,Black Rose,0.826,0.178,96.055,0.12,0.0225,0,4,0.814,10,296889,-4.719,0.152,2q1SDJpvX6jViZoOcrYH9b,0
May I Have This Dance (Remix) [feat. Chance the Rapper],Francis and the Lights,May I Have This Dance (Remix) [feat. Chance the Rapper],0.435,0.0913,90.033,0.0647,0.464,5.27e-06,4,0.784,8,195356,-9.197,0.865,0VaIsQoIQY10uxBrOyZ5cQ,1
In Da Club,50 Cent,Get Rich Or Die Tryin' (Explicit Version),0.73,0.0753,90.096,0.373,0.283,0,4,0.865,6,193467,-2.813,0.808,4RY96Asd9IefaL3X4LOLZ8,0
Girl,Moose Blood,Split,0.544,0.16,130.27,0.0342,0.367,0,4,0.336,2,159033,-6.288,0.323,1EdaNSDXUl1RoEdUgFy1Zo,1
Bored To Death,blink-182,California,0.966,0.117,159.948,0.0946,0.00575,1.56e-06,4,0.502,0,235613,-3.876,0.638,44TuSOP6xIAEeJmZsN3nXO,1
Constant Headache,Joyce Manor,S/T,0.892,0.246,99.016,0.124,0.0467,0,4,0.41,11,184307,-4.289,0.451,6baeAT0jVAxvnLn8rIN50X,1
Hip Hop,Dead Prez,Let's Get Free,0.737,0.109,77.161,0.324,0.000633,0.00417,4,0.725,4,214067,-7.453,0.219,2HoDr1yVksl19omOhc1zWy,1
Skeleton,The Front Bottoms,Talon Of The Hawk,0.931,0.0991,147.489,0.0679,0.0085,0,4,0.42,0,215107,-5.141,0.697,54GOsWlxjhVPQOp5FLh1se,1
Norf Norf,Vince Staples,Summertime '06,0.54,0.11,100.039,0.0661,0.445,3.63e-05,4,0.915,7,183159,-6.578,0.111,4uQ7wYsuL0DryknoDc11Hk,1
Muddy Knees,Days N Daze,Rogue Taxidermy,0.392,0.1,169.105,0.0454,0.246,1.67e-05,4,0.357,8,174028,-14.16,0.966,0hNtQJu87pz49W79WVUeG6,1
Tighten Up,The Front Bottoms,Needy When I'm Needy,0.72,0.232,137.446,0.0337,0.0012,6.9e-05,4,0.374,7,209573,-5.148,0.52,4PPO2Wk40IHWmwImT8h3xn,1
Shred Cruz,Mom Jeans.,Split,0.86,0.207,174.039,0.131,0.00154,1.26e-06,4,0.432,1,128089,-6.873,0.562,7Gnmh8KrdZJaWV4K2Q5VZn,1
12 Feet Deep,The Front Bottoms,Rose,0.932,0.36,101.36,0.0924,0.00961,0,4,0.328,9,225253,-5.612,0.534,1sBPOds8iK7L09w2eE4AXu,1
Coffee Eyes,The Wonder Years,Suburbia I've Given You All and Now I'm Nothing (Deluxe Version),0.955,0.263,174.069,0.14,0.00065,0,4,0.312,1,219773,-5.412,0.276,4pgY7jFDiYVHx39FdxdGtT,1
