Track Name,Primary Artist,Album,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,id,mode
Big Rings,Drake,What A Time To Be Alive,0.676,0.25,132.002,0.271,0.00157,0,4,0.79,8,217707,-6.432,0.314,7jslhIiELQkgW9IHeYNOWE,0
Summertime Chi (feat. King Louie & Sir Michael Rocks),Nick Carter Green,Nineteen,0.73,0.327,126.008,0.193,0.0623,0,4,0.707,10,283480,-6.88,0.625,7paaypCCw9dU6JYK3yF62k,0
Jazz,Mick Jenkins,The Water[s],0.61,0.113,125.227,0.119,0.25,0.000121,3,0.636,8,260160,-9.665,0.296,3eqEq53sUsaukd560hw7Dh,1
By Any Means,Allegory,By Any Means,0.64,0.0926,139.844,0.282,0.191,0,4,0.767,7,195480,-8.038,0.833,0ti7lizPf9Dsx6uPIVryZZ,0
The Heart Part 4,Kendrick Lamar,The Heart Part 4,0.434,0.272,129.209,0.765,0.501,0.000125,4,0.672,9,288555,-15.218,0.54,1zayuwd1YLZsYDArkruHdL,0
Patek Water,Future,SUPER SLIMEY,0.561,0.108,152.984,0.185,0.274,0,4,0.86,6,189480,-5.757,0.354,7r6LNJT2LqpLpEyZQJPygt,0
Death of a Salesman,Kweku Collins,Nat Love,0.787,0.233,129.926,0.215,0.174,0,4,0.635,8,192776,-5.221,0.527,26ehKjHfqVtB1QFz5RyS0c,1
American Kids,Kenny Chesney,The Big Revival,0.589,0.0366,170.097,0.1,0.0476,5.85e-06,4,0.733,7,182960,-7.37,0.867,1dgWTMoHwTUnQhOQ8SR5fV,1
Vice City (feat. Black Hippy),Jay Rock,90059,0.553,0.0816,114.939,0.356,0.156,1.32e-06,4,0.844,8,283752,-7.284,0.511,2SIdGJTWirTxRNEyCp9ocI,0
Texas,Foe G4ng,F.O.E.,0.479,0.112,140.039,0.389,0.365,0,4,0.899,0,304536,-9.229,0.542,6CL773rb5h3iaToQyWUw9D,1
pick up the phone,Young Thug,Birds In The Trap Sing McKnight,0.739,0.226,136.919,0.129,0.114,0,4,0.711,7,252256,-3.804,0.43,20dP2DaMHIAmwWAbp7peSr,0
All The Way Up (Remix),Fat Joe,"All The Way Up (Remix) (feat. French Montana, Infared & GLOWINTHEDARK) - Single",0.894,0.152,98.013,0.0583,0.00758,0.00184,4,0.671,11,211837,-3.701,0.32,44xuQEWJJd4aWSaFUrPOlA,0
LAND OF THE FREE,Joey Bada$$,ALL-AMERIKKKAN BADA$$,0.649,0.116,95.1,0.313,0.466,0,4,0.734,8,283690,-6.235,0.158,6xz04ypw5JsqiyityCASG1,0
Wild Child (feat. Jake Torrey),Lupe Fiasco,Wild Child (feat. Jake Torrey),0.749,0.105,121.036,0.0487,0.0693,0,4,0.827,9,208379,-4.464,0.777,19oLvKXQV8myHewCFJaDaE,1
Chanel,Frank Ocean,Chanel,0.503,0.112,110.134,0.237,0.874,0,4,0.776,0,210285,-5.732,0.473,6Nle9hKrkL1wQpwNfEkxjh,0
Only the Good Die Young,Billy Joel,The Stranger (30th Anniversary Legacy Edition),0.872,0.0935,76.214,0.159,0.159,0,4,0.579,0,235560,-6.126,0.761,1xOXXYh6lTW8laxlW7JP2J,1
BLOOD.,Kendrick Lamar,DAMN.,0.245,0.491,157.331,0.194,0.125,0.153,4,0.353,8,118067,-16.69,0.489,1n4jwRVXdkK2U34nBDUKKT,0
Running Back (feat. Lil Wayne),Wale,SHINE,0.671,0.161,127.133,0.144,0.0823,0,4,0.587,2,215360,-4.48,0.1,2h3i5tGUl6hMu572umjcGo,1
Cinderella Man,Eminem,Recovery,0.9,0.0838,86.032,0.209,0.268,0,4,0.662,8,279013,-3.364,0.684,4SE4yewyGpOYfxfx59Yjc5,1
So High (feat. Manie),Shoestring,The Dayton Family Presents: The Right to Remain Silent EP,0.723,0.106,73.974,0.0834,0.00835,0,4,0.722,1,211453,-5.381,0.424,4ig7OUwdk5aPtlMQVxxwe8,1
Cecilia,Simon & Garfunkel,Bridge Over Troubled Water,0.876,0.22,102.762,0.0362,0.357,5.17e-06,4,0.755,0,174827,-8.867,0.954,6QhXQOpyYvbpdbyjgAqKdY,1
I Got A Name,Jim Croce,I Got A Name,0.656,0.13,86.747,0.0433,0.83,0.000443,4,0.584,4,192867,-9.423,0.609,2sbF2F1fIKylqW79XFLbH8,1
Tunnel Vision,Kodak Black,Tunnel Vision,0.489,0.122,171.853,0.294,0.0576,9.91e-05,4,0.497,11,268187,-7.724,0.231,2BoS7pU92MQtynhQ0cZOLT,0
Erase Your Social,Lil Uzi Vert,The Perfect LUV Tape,0.609,0.234,140.058,0.0729,0.694,0,4,0.705,3,199993,-5.728,0.718,4uhvMW7ly7tJil31YYscAN,1
Red Nation,The Game,The R.E.D. Album,0.886,0.441,175.193,0.351,0.0908,0,4,0.39,2,229480,-3.234,0.297,2sYUGgzQfHQ6lOWzbrny8Z,1
1-800-273-8255,Logic,Everybody,0.572,0.192,100.015,0.0387,0.57,0,4,0.629,5,250173,-7.733,0.386,5tz69p7tJuGPeMGwNTxYuV,0
Drowning (feat. BADBADNOTGOOD),Mick Jenkins,The Healing Component,0.321,0.0841,133.749,0.0826,0.102,1.26e-05,4,0.613,0,360502,-9.197,0.081,4JzhzQT6cRAwqWTs4pE87P,0
Knockin' On Heaven's Door - Remastered,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture) (Remastered),0.396,0.11,140.208,0.0299,0.251,0.177,4,0.513,7,149880,-13.061,0.229,6HSXNV0b4M4cLJ7ljgVVeh,1
Gimme Shelter,The Rolling Stones,Let It Bleed,0.616,0.173,118.65,0.0309,0.463,0.0408,4,0.63,1,270773,-8.128,0.509,6H3kDe7CGoWYBabAeVWGiD,0
Dímelo,Enrique Iglesias,UNO (95/08),0.74,0.0303,115.011,0.0434,0.0608,0,4,0.785,8,218947,-4.376,0.812,2iqnHJZXeo50XW9YybU5mt,1
No Guns Allowed,Snoop Lion,Reincarnated (Deluxe Version),0.606,0.11,131.926,0.0476,0.158,0,4,0.683,1,211827,-7.057,0.369,3y6e01poVQDru5OLUu8nhE,1
Purple Haze,Jimi Hendrix,Are You Experienced,0.905,0.0698,108.9,0.0754,0.00876,0.578,4,0.533,2,170813,-5.27,0.486,0wJoRiX5K5BxlqZTolB2LD,1
Do What I Want,Lil Uzi Vert,The Perfect LUV Tape,0.701,0.208,139.952,0.0767,0.106,0,4,0.681,9,175203,-6.336,0.398,4IWGnyOHDrVZEtPWfs4s7q,1
Trophies,Young Money,Rise Of An Empire (Deluxe Edition),0.699,0.137,143.936,0.441,0.158,0,4,0.741,1,188320,-7.467,0.268,6HfOzLLjsaXsehIFEsrxTk,1
Vanilla Skies (feat. Taylor Bennett),Kweku Collins,Nat Love,0.458,0.111,119.949,0.0547,0.697,5.2e-05,3,0.73,10,219233,-9.895,0.115,0VhYfjYy94PrwWNM00AvLF,0
DNA.,Kendrick Lamar,DAMN.,0.514,0.094,139.931,0.365,0.0047,0,4,0.637,1,185947,-6.763,0.402,6HZILIRieu8S0iqY8kIKhj,1
Castles Made of Sand,Jimi Hendrix,Axis: Bold As Love,0.714,0.684,94.372,0.313,0.504,0.0171,4,0.461,11,168920,-9.159,0.454,3qebSLgUwaEqbwCM5sj5Kh,0
While My Guitar Gently Weeps - Remastered,The Beatles,The Beatles (Remastered),0.654,0.172,115.0,0.0317,0.0205,0.00395,4,0.453,4,285000,-8.855,0.702,389QX9Q1eUOEZ19vtzzI9O,0
Cocaine,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),0.493,0.308,105.268,0.0278,0.043,0.0429,4,0.698,9,221640,-12.506,0.671,3ykSdTGmYPFl8pDBXer1zG,1
Push It,O.T. Genasis,Push It,0.621,0.108,128.053,0.237,0.143,3.22e-06,4,0.971,11,172609,-5.447,0.445,448hNuS6TH90bjpIHIJqH3,1
Hey Joe,Jimi Hendrix,Are You Experienced,0.768,0.0244,169.492,0.0377,0.00603,0.38,4,0.346,9,210160,-5.695,0.532,0NWPxcsf5vdjdiFUI8NgkP,1
Slide,Calvin Harris,Slide,0.795,0.254,104.066,0.0545,0.498,1.21e-06,4,0.736,1,230813,-3.299,0.511,6gpcs5eMhJwax4mIfKDYQk,0
Hot N*gga,Bobby Shmurda,Hot N*gga,0.51,0.0562,167.879,0.42,0.0505,1.81e-06,4,0.794,9,194561,-7.314,0.18,19gEmPjfqSZT0ulDRfjl0m,1
Swim In The Light,Kid Cudi,"Passion, Pain & Demon Slayin'",0.379,0.11,165.132,0.0407,0.608,0.383,3,0.527,2,269227,-10.715,0.116,5cjsgbZ8tZYD4f0LNpApnf,1
All Along the Watchtower,Jimi Hendrix,Electric Ladyland,0.805,0.0842,113.253,0.0624,0.00255,5.69e-05,4,0.438,8,240800,-6.237,0.564,2aoo2jlRnM3A0NyLQqMN2f,1
Work REMIX,A$AP Ferg,Trap Lord,0.733,0.174,130.009,0.142,0.0246,0,4,0.841,1,283693,-5.077,0.284,7xVLFuuYdAvcTfcP3IG3dS,1
Bank Rolls - Remix,Tate Kobang,Bank Rolls (Remix),0.661,0.0944,185.931,0.359,0.249,0,4,0.773,0,184516,-5.988,0.828,2IuWB214OCchhPrBK8OtIR,0
beibs in the trap,Travis Scott,Birds In The Trap Sing McKnight,0.571,0.291,119.054,0.145,0.24,0,4,0.743,7,213863,-6.054,0.495,0ESJlaM8CE1jRWaNtwSNj8,0
Congratulations,Post Malone,Stoney (Deluxe),0.812,0.212,123.071,0.0358,0.198,0,4,0.627,6,220293,-4.215,0.504,3a1lNhkSLSkpJE4MSHpDu9,1
"Take Me Home, Country Roads",John Denver,"The John Denver Collection, Vol. 1: Take Me Home Country Roads",0.43,0.188,164.267,0.0322,0.546,1.87e-05,4,0.255,9,197813,-12.564,0.546,2xYlyywNgefLCRDG8hlxZq,1
4422,Drake,More Life,0.247,0.113,111.974,0.0393,0.499,0.0239,4,0.621,11,186293,-12.291,0.221,2fkeWbM6iqTw7oGHTYm2lw,0
To The World,Kanye West,Kanye West Presents Good Music Cruel Summer,0.541,0.0958,141.973,0.136,0.194,0,4,0.719,4,230947,-8.134,0.517,3blnw5Z6v5yiGueFGgS6uB,1
Jocelyn Flores,XXXTENTACION,17,0.391,0.297,134.021,0.242,0.469,4.13e-06,4,0.872,0,119133,-9.144,0.437,7m9OqQk4RVRkw9JJdeAw96,0
Know No Better,Major Lazer,Know No Better,0.814,0.126,119.041,0.0999,0.132,9.64e-06,4,0.738,7,225850,-4.414,0.483,6BKeNWeUqxmvQ09Gxd3ZGX,0
I Got Um Like,Arem,I Got Um Like,0.729,0.111,146.165,0.335,0.0365,6.09e-05,4,0.529,3,222485,-6.174,0.499,2bhKqcXkP0qVtWBolADEDY,0
Money Longer,Lil Uzi Vert,Lil Uzi Vert Vs. The World,0.568,0.108,136.173,0.142,0.0541,0,4,0.795,5,198944,-7.817,0.478,0B8QzDH7YWih85V5SEMnyJ,0
Wake Up,Fetty Wap,Wake Up,0.673,0.223,179.971,0.176,0.172,0,4,0.647,5,224000,-5.992,0.527,6BOtDFg6GJm0rPUDuNmx57,1
Tiimmy Turner - Remix,Desiigner,Tiimmy Turner (Remix),0.46,0.122,122.973,0.0913,0.273,0,4,0.793,1,141613,-6.503,0.375,2vwvGMStv1nEuoOTd4xgMu,1
Bobby Bitch,Bobby Shmurda,Bobby Bitch,0.525,0.313,130.747,0.413,0.0136,0,4,0.921,11,160383,-8.186,0.794,6j8lAie0mdUNreql5d5Ejz,1
Renegades,X Ambassadors,VHS,0.868,0.27,180.261,0.203,0.0112,0.0685,4,0.4,11,195199,-5.988,0.57,0fYVliAYKHuPmECRs1pbRf,0
Mask Off,Future,FUTURE,0.434,0.165,150.062,0.431,0.0102,0.0219,4,0.833,2,204600,-8.795,0.281,3rOSwuTsUlJp0Pu0MkN8r8,1
American Teen,Khalid,American Teen,0.623,0.321,100.436,0.0398,0.0683,0,4,0.658,0,250747,-6.934,0.207,312WNtMs3F28cUukaPY9bo,1
'Till I Collapse,Eminem,The Eminem Show (Explicit Version),0.853,0.0798,171.297,0.217,0.0757,0,4,0.572,1,297893,-3.203,0.102,4xkOaSrkexMciUUogZKVTS,1
The Show Goes On,Lupe Fiasco,Lasers,0.889,0.155,143.067,0.115,0.0189,0,4,0.591,7,239613,-3.839,0.65,4NTWZqvfQTlOMitlVn6tew,1
Rich Girl,Daryl Hall & John Oates,Bigger Than Both Of Us,0.683,0.0935,169.519,0.176,0.461,0,4,0.573,5,142787,-6.644,0.817,0qRR9d89hIS0MHRkQ0ejxX,1
Bodak Yellow,Cardi B,Bodak Yellow,0.723,0.346,125.022,0.109,0.0672,0,4,0.929,11,223962,-5.792,0.458,2771LMNxwf62FTAdpJMQfM,0
Wounds,Kid Cudi,"Passion, Pain & Demon Slayin'",0.391,0.0991,170.042,0.0349,0.453,0.379,4,0.432,8,243560,-8.609,0.132,5ND2pMuoFVtT0Ocug5A4KT,1
Young Dumb & Broke,Khalid,American Teen,0.539,0.165,136.949,0.0421,0.199,1.66e-05,4,0.798,1,202547,-6.351,0.394,5Z3GHaZ6ec9bsiI5BenrbY,1
Feelings Mutual,Lil Uzi Vert,Luv Is Rage 2,0.691,0.088,125.978,0.259,0.105,0,4,0.585,0,233645,-6.015,0.349,5Y3Tj0wJhKAaPbwWxXxZGS,1
Rollin,Calvin Harris,Rollin,0.762,0.224,92.002,0.0849,0.45,6.67e-05,4,0.754,6,272667,-4.486,0.673,3FDrI0FLKzrYQiWxPhqV2W,0
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),0.622,0.37,80.003,0.0334,0.00882,0,4,0.613,1,231240,-5.794,0.484,2y4lAQpi5VTNLu2ldeTdUH,0
Like a Rolling Stone,Bob Dylan,Highway 61 Revisited,0.721,0.189,95.261,0.032,0.729,0,4,0.483,0,369600,-6.836,0.562,3AhXZa8sUQht0UEdBJgpGc,1
Bad Things (with Camila Cabello),Machine Gun Kelly,bloom,0.69,0.287,137.817,0.132,0.21,0,4,0.675,2,239293,-4.761,0.272,1PSBzsahR2AKwLJgx8ehBj,1
Light Up the Sky (feat. Dani Ummel),The Dean's List,The Drive-in,0.845,0.356,120.084,0.121,0.000634,0,4,0.607,5,177033,-6.235,0.368,7lLChLp64BrRm40WATYPrE,0
KMT,Drake,More Life,0.623,0.125,119.983,0.0446,0.0143,0.0214,4,0.872,1,162638,-6.984,0.0883,2jTujnt0y344ai1rNOywgr,1
Beast Of Burden - Remastered,The Rolling Stones,Some Girls,0.877,0.0387,100.61,0.032,0.387,0.00065,4,0.787,1,265173,-3.822,0.837,77oU2rjC5XbjQfNe3bD6so,0
Waves,Kanye West,The Life Of Pablo,0.587,0.332,96.072,0.0519,0.0363,3.71e-06,4,0.386,10,181573,-4.454,0.0565,3nAq2hCr1oWsIU54tS98pL,1
Gyalchester,Drake,More Life,0.389,0.0941,131.012,0.0634,0.0343,0.000679,4,0.872,1,189230,-8.343,0.156,6UjfByV1lDLW0SOVQA4NAi,1
rockstar,Post Malone,rockstar,0.531,0.143,159.786,0.0776,0.128,0.000127,4,0.58,5,218320,-6.631,0.141,1OmcAT5Y8eg5bUPv9qJT4R,0
Streets of Philadelphia,Bruce Springsteen,Greatest Hits,0.249,0.0933,93.667,0.0321,0.341,0.11,4,0.724,5,195293,-15.488,0.444,0oVSvrU612xkj7vbvbUAT2,1
Frequency,Kid Cudi,"Passion, Pain & Demon Slayin'",0.587,0.119,115.098,0.0415,0.5,0.423,4,0.779,5,298240,-6.758,0.216,0O6jl8Zamz6TGF0nUwMQsF,0
Burn Slow,Dirty Heads,Sound Of Change,0.855,0.104,155.0,0.175,0.108,0,4,0.706,6,227999,-4.853,0.465,6dyMer5WZ2hpIKNbb9fa1T,1
No Heart,21 Savage,Savage Mode,0.444,0.173,140.063,0.384,0.136,6.44e-05,4,0.906,4,235040,-8.692,0.678,4gmmRb6bZJffOOiww1JGTO,0
Loud,Mac Miller,Loud,0.822,0.362,140.026,0.0398,0.00258,3.83e-05,4,0.649,1,171149,-5.8,0.201,5aQmsZCESbhasWW5VARdS8,1
