Track Name,Primary Artist,Album,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,id,mode
Kung Fu,Baauer,Kung Fu,0.758,0.317,74.939,0.0937,0.0167,0,4,0.569,10,159573,-5.77,0.569,2prmi5njAe1nHkxFWh3Hbm,0
GUD VIBRATIONS,NGHTMRE,GUD VIBRATIONS,0.924,0.0684,151.994,0.052,0.000208,0.805,4,0.514,8,224211,-5.417,0.0675,2BVUOGciUUUqOPSLtHwLGp,1
Graduate,Third Eye Blind,Third Eye Blind,0.913,0.0902,89.359,0.0446,0.000904,0,4,0.498,0,187667,-4.805,0.45,6pLko0BJo4OmvbmPbLURsl,0
Attak (feat. Danny Brown),Rustie,Green Language,0.853,0.51,136.813,0.275,0.0358,0,4,0.384,2,181107,-5.412,0.749,0xHajFt9da19XukzC2z1Sk,0
Chill Bill,Rob $tone,Chill Bill,0.427,0.0906,108.034,0.145,0.0312,0.00099,4,0.886,6,177184,-10.028,0.23,5uDASfU19gDxSjW8cnCaBp,1
samba to massage your mate by,Wun Two,Rio,0.348,0.109,80.965,0.342,0.848,0.952,4,0.788,8,148148,-6.451,0.967,0SSYId9APdlTyWRwcXPky3,0
What I Got,Sublime,Gold,0.701,0.334,95.624,0.131,0.0136,0.000384,4,0.766,7,171093,-7.497,0.594,6UmtL9oAPxl4ixd0YKtKnH,1
Stitch,Wage War,Stitch,0.973,0.703,150.035,0.119,0.000111,0.0363,4,0.483,6,205342,-4.48,0.394,0lsjtZ6Xzl3LAxuVBD4aRS,1
Señorita,Vince Staples,Señorita,0.621,0.343,125.006,0.213,0.0534,1.68e-05,4,0.583,9,192186,-8.357,0.158,6LaNRWRuHCKGKbAhQ6VRqG,0
This Joint,Slightly Stoopid,Closer to the Sun,0.726,0.0764,74.995,0.102,0.241,0.00204,4,0.781,10,247720,-5.733,0.961,6wxGZ8D8lAuJpocaTAVVyL,0
Sweet Tea,Juicy Connotation,Freshly Squeezed,0.617,0.119,155.948,0.0354,0.534,0.591,4,0.573,2,456923,-10.433,0.818,6x1ZJ7QlZiIi9TZomwWkV1,1
Closer to the Sun,Slightly Stoopid,Closer to the Sun,0.728,0.231,75.179,0.0275,0.203,0.00263,4,0.572,7,145560,-5.534,0.535,1UL8GkVAs6UcWF6BZ3DYZt,1
Nugget,Cake,Fashion Nugget,0.715,0.12,95.701,0.031,0.0376,0.00203,4,0.595,6,238267,-8.315,0.849,1h9Bx0bcEIfiv31E2G58Hf,1
DNA.,Kendrick Lamar,DAMN.,0.514,0.094,139.931,0.365,0.0047,0,4,0.637,1,185947,-6.763,0.402,6HZILIRieu8S0iqY8kIKhj,1
Forget It (feat. Oliver Tree),Getter,Radical Dude!,0.616,0.0635,113.995,0.0366,0.00539,0.00403,4,0.681,1,212632,-9.173,0.121,2xo44UuPdAFzaVMSX95suy,1
A Milli,Lil Wayne,Tha Carter III,0.684,0.177,151.748,0.278,0.0527,0.000895,4,0.679,6,221840,-8.559,0.755,6ScJMrlpiLfZUGtWp4QIVt,1
Likelike Highway,Mr. Carmack,"Bang, Vol. 3",0.512,0.316,133.723,0.0964,0.0168,0.000288,4,0.512,10,243582,-8.202,0.303,7hx6TWdVIzpOb74kSE25ho,0
Front & Center,Joey Bada$$,Front & Center,0.655,0.818,106.319,0.355,0.0111,0,4,0.629,1,183396,-8.212,0.546,21iL1HD3h5AXGdSZABFd8t,1
F'N Right (feat. Freddie Gibbs),Jon Connor,Unconscious State,0.926,0.248,128.007,0.0951,0.029,0,4,0.826,6,273107,-3.958,0.501,4ZZc3sSsD2XTm52d1Vn2CU,1
Smoke & Retribution (feat. Vince Staples & Kucka),Flume,Skin,0.553,0.0987,120.853,0.372,0.192,0,4,0.747,8,241224,-7.121,0.443,4lxy9f7o28AEttUFHXwe9P,1
Yonkers,"Tyler, The Creator",Goblin (Deluxe Edition),0.759,0.217,79.103,0.334,0.016,0.0808,4,0.712,11,249333,-5.397,0.738,1zsAAnB6dMpGOvXjoYP9Um,1
40 Oz. To Freedom,Sublime,Gold,0.446,0.131,94.141,0.0368,0.000268,0.0192,4,0.705,5,183027,-9.887,0.423,5S7eMug8Xb0k1aVEsQQpvP,0
Congratulations,Post Malone,Stoney (Deluxe),0.812,0.212,123.071,0.0358,0.198,0,4,0.627,6,220293,-4.215,0.504,3a1lNhkSLSkpJE4MSHpDu9,1
Shabba REMIX,A$AP Ferg,Shabba REMIX,0.765,0.518,120.072,0.225,0.0632,0,4,0.841,11,296613,-6.099,0.341,6dEwByRwJTnycFUlSz4ufp,0
Die Like A Rockstar,Danny Brown,XXX (Deluxe Edition),0.851,0.654,165.245,0.293,0.00736,0,4,0.578,1,145455,-5.856,0.358,2eevlxzVYQyzXHSjUNM4RY,1
Naruto,Duckwrth,Nowhere,0.702,0.121,126.463,0.344,0.243,0,5,0.447,11,242568,-10.185,0.216,3dewlNFhzjsJfdF2sFRmAD,0
See Me,Tech N9ne,Something Else,0.76,0.469,144.977,0.378,0.00923,0,4,0.761,2,249667,-6.275,0.492,4GR5UTxY0eMYLNHBdvJW42,1
Bam Bam,Sister Nancy,Total Reggae: Summer Hits,0.644,0.118,165.925,0.173,0.47,0.00014,4,0.674,0,190080,-5.598,0.787,6YvP6BkFG912BHoq7ZNrLD,1
Garden Grove,Sublime,Gold,0.578,0.0295,81.286,0.0439,0.00073,0.00188,4,0.548,4,261267,-7.281,0.613,0aI3sbV4I4TVoARjjxxtSM,0
Hits from the Bong,Cypress Hill,Black Sunday,0.578,0.199,92.139,0.181,0.0103,0.811,4,0.801,1,160867,-13.264,0.499,0cfqYhY6B8PbGF9vaVNUeG,1
Figure It Out,Royal Blood,Royal Blood,0.817,0.248,107.995,0.0554,0.262,0.00674,4,0.657,0,184053,-4.415,0.651,6V0A3jkb9ntudO0kmcJ1xd,1
Hot Boys (feat. Taso),Mimosa,Future Trill Vol. 2,0.978,0.0749,99.984,0.123,0.0063,0.105,4,0.607,11,198008,-4.937,0.233,69Ta5tHy13cUiebjnUQpc7,0
Look At Me Now,Djemba Djemba,Look At Me Now,0.885,0.19,133.938,0.0389,0.00409,0.133,4,0.567,8,244802,-6.255,0.0425,4idpHCqm9i706e3TroUWuJ,1
Collie Man,Slightly Stoopid,Everything You Need,0.706,0.218,170.087,0.0483,0.183,0.000587,3,0.61,0,133080,-7.084,0.344,3Zjdqz7eOox8XU0zTCPL4P,1
Really Doe,Danny Brown,Really Doe,0.983,0.21,75.992,0.29,0.0417,0,4,0.692,1,319434,-3.469,0.792,6dNxhBjjZGmn8mBM6KrhtJ,1
Officer,Slightly Stoopid,Everything You Need,0.868,0.447,95.021,0.109,0.559,0.000779,4,0.722,4,231733,-4.523,0.633,28OkLLntKaxV9Fxk79sQkD,1
Mass Appeal,Gang Starr,Hard To Earn,0.726,0.129,96.12,0.252,0.0208,0.276,4,0.808,10,221027,-8.435,0.616,3lGBvPUgO7MJltUnBlOpe9,0
Lights Out,Royal Blood,Lights Out,0.886,0.0982,89.979,0.0662,0.000123,0.000211,4,0.264,0,236557,-4.342,0.51,3mkmTUcZtQxuKpyM44lGj6,1
The Return (feat. Freddie Gibbs),Danny Brown,Old,0.743,0.403,87.94,0.445,0.0689,0.00084,4,0.398,10,190141,-8.23,0.522,4cmuKKERCLkCtkANHjvNPh,0
Heartless,Denzel Curry,13,0.803,0.12,140.888,0.0466,0.0036,0.000693,4,0.594,10,140426,-5.578,0.319,6m5WyA5fWUnoVLMQ6YgqDf,1
Pt. 2,Kanye West,The Life Of Pablo,0.724,0.789,145.105,0.361,0.577,0,4,0.67,11,130293,-4.141,0.285,1Wsbr1d2BouNGk2q92mIj7,1
She Hates Me,Puddle Of Mudd,Best Of,0.746,0.703,110.171,0.0334,0.00863,1.17e-06,4,0.547,4,216547,-4.718,0.589,5A3t6GVPUxBn5yxODZ8r8L,1
For My Dawgs,Waka Flocka Flame,Flockaveli,0.664,0.672,155.796,0.317,0.189,0,4,0.751,1,201667,-6.111,0.686,5UIE8Pb27v9aK06EuaoHAf,1
Sure Shot - Digitally Remastered 2005,Beastie Boys,Solid Gold Hits,0.851,0.19,97.899,0.236,0.17,0,4,0.684,1,198293,-4.794,0.472,77vcYxybStDEHeeWO1SiOm,1
Viceroy,Violent Soho,WACO,0.72,0.0761,124.037,0.0462,0.00311,0.00014,4,0.69,4,194413,-5.58,0.567,4kjdyUIEmgTp4dDl0PBnNz,1
Wyclef Jean,Young Thug,JEFFERY,0.576,0.143,132.054,0.239,0.124,0,4,0.863,5,236293,-5.687,0.832,55OdqrG8WLmsYyY1jijD9b,0
In-A-Gadda-Da-Vida - 2006 Remastered Version Full-Length,Iron Butterfly,In-A-Gadda-Da-Vida,0.452,0.192,120.127,0.0343,0.00577,0.375,4,0.548,0,1024133,-11.612,0.5,1exUq8aG2OMbSeZeTwz06k,1
Mask Off,Future,FUTURE,0.434,0.165,150.062,0.431,0.0102,0.0219,4,0.833,2,204600,-8.795,0.281,3rOSwuTsUlJp0Pu0MkN8r8,1
2am,Slightly Stoopid,Chronchitis,0.577,0.0708,82.46,0.111,0.00594,0.37,4,0.794,2,299600,-8.549,0.645,0LQ8OWUZXRd7qu5ujC3758,1
STOMP - Original Mix,Snails,STOMP,0.998,0.796,145.015,0.0779,2.11e-05,0.766,4,0.616,7,258207,-2.723,0.554,0OqIyc5l7mGnDo7bho5VJG,1
Detroit187 (feat. Chip$),Danny Brown,XXX (Deluxe Edition),0.884,0.119,156.583,0.421,0.236,0,4,0.617,8,185226,-4.445,0.417,7JgYKDBRVj1fF3B4E1k3B9,0
Look At My Dab,Migos,Look At My Dab,0.611,0.47,137.048,0.175,0.0568,0,4,0.841,10,217226,-3.943,0.391,20n5AhSbetBMt6Xbrm4fa7,1
American Dream,Chelsea Grin,Self Inflicted (Deluxe Edition),0.968,0.108,114.001,0.149,0.00192,0.000454,4,0.482,6,198947,-4.395,0.258,0ABIuBgEFeY6wsWwkcP46E,1
Nangs,Tame Impala,Currents,0.533,0.122,167.818,0.329,0.153,0.816,4,0.529,7,107533,-9.706,0.357,1cCbsojaA6GIT7Y3zuMJ1q,1
Ladies Hit Squad,Skepta,Ladies Hit Squad,0.651,0.309,125.077,0.219,0.0588,0,4,0.719,0,220373,-5.792,0.273,2R8binPTSDj38hAAIIODLX,1
Blueberry (Pills & Cocaine) (feat. Danny Brown),Darq E Freaker,Blueberry EP,0.841,0.897,139.963,0.164,0.0985,0,4,0.647,10,277375,-2.507,0.889,3PA37k6mFIOzsvOhuIBGgA,1
Хлам,Mozgi,BIKINI ALBUM,0.631,0.136,128.002,0.0997,0.0306,8.16e-06,4,0.844,6,286875,-8.796,0.423,5rjd83MU897PlalYtuw0Ld,0
Soft Serve,Soul Coughing,Irresistible Bliss (US Version),0.443,0.103,90.232,0.251,0.0232,0.00316,4,0.743,0,192733,-11.592,0.545,06l32PyLugH1lEqEEnatfR,1
Anubis,Mimosa,Future Trill Vol. 2,0.846,0.402,152.11,0.0307,0.000863,0.892,4,0.533,11,172614,-4.546,0.444,42m1m31B8C2CpL6nhE33DT,1
Smooth While Raw,Gramatik,SB2,0.584,0.259,93.997,0.0542,0.0648,0.873,4,0.739,11,219828,-5.485,0.59,26BmOlK2HB4AM9KNt87zfd,0
Bone Marrow,G-Eazy,Bone Marrow,0.713,0.262,151.973,0.203,0.0989,0,4,0.685,10,205669,-6.695,0.691,4XnjPTtMivM4TQc1Y167ao,0
Cash Machine,DRAM,Big Baby DRAM,0.669,0.154,143.164,0.129,0.522,0,4,0.745,9,181154,-3.613,0.699,2UzQdfooGVIeGjqcUMOBWY,1
Lockjaw,French Montana,Lockjaw,0.648,0.277,169.912,0.22,0.0411,0,4,0.615,5,223147,-3.792,0.26,7iaw359G2XT14uTfV9feip,0
Look At Me!,XXXTENTACION,Look At Me!,0.726,0.0976,139.059,0.282,0.259,0,4,0.763,1,126346,-6.405,0.349,7floNISpH8VF4z4459Qo18,1
I Get The Bag (feat. Migos),Gucci Mane,I Get The Bag (feat. Migos),0.633,0.0993,139.948,0.168,0.0232,0.000343,4,0.89,11,233087,-5.475,0.425,1HTtUBEY3tuw2btgwwI2Ja,1
Out Of The Black,Royal Blood,Royal Blood,0.981,0.197,158.937,0.0906,0.000867,0.00177,4,0.52,2,240572,-2.75,0.633,2nIulsLMiP2SMTDrtxfQXX,1
Left Hand Free,alt-J,This Is All Yours,0.877,0.083,101.99,0.0462,0.462,0.00943,4,0.697,3,173631,-4.465,0.802,4iEOVEULZRvmzYSZY2ViKN,1
I Ain't Got Time!,"Tyler, The Creator",Flower Boy,0.725,0.148,108.822,0.397,0.0539,3.52e-05,4,0.549,1,206267,-7.239,0.547,430qNtapCS3Ue1yoSql1oV,1
Rembrandt,Mr. Carmack,"Bang, Vol. 3",0.595,0.346,40.005,0.193,0.00147,0.281,4,0.647,1,168000,-3.364,0.0845,4HQ2MkNsAuJMxP1JbvuEQQ,0
Billboard - Lido Remix,S-Type,Billboard,0.571,0.115,148.002,0.0594,0.0257,0.713,4,0.753,5,204729,-10.415,0.318,4mI6duM9b3YKx3kw2rnlwa,0
Then I Leave,J.U.S.T.I.C.E League,J.U.S.T.I.C.E. for All,0.645,0.118,151.79,0.0592,0.0147,0,4,0.483,1,214805,-5.816,0.104,005FAwNTLlI0FTnxiLrqII,1
Good Night,Denzel Curry,Imperial,0.824,0.105,113.992,0.19,0.00319,6.11e-05,4,0.765,11,236106,-3.408,0.52,6bcnokzOVQxpn0quzHj6vc,0
Shooting Stars,Bag Raiders,Bag Raiders (Deluxe),0.711,0.0823,124.962,0.0457,0.0933,0.0309,4,0.634,11,235813,-6.187,0.451,0UeYCHOETPfai02uskjJ3x,1
Moves,Big Sean,Moves,0.534,0.136,75.5,0.283,0.0417,0,4,0.808,2,142920,-6.123,0.354,6Kd4EPrY9A4WBUFy5JaqEc,1
