Track Name,Primary Artist,Album,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,id,mode
Make Me Proud,Drake,Take Care (Deluxe),0.505,0.157,131.891,0.159,0.00351,0.000213,4,0.686,1,219893,-10.145,0.325,0pN1Ld0Fr9DTUaCGbKRvlF,1
Baby - Acoustic Version,Justin Bieber,My Worlds Acoustic,0.691,0.078,129.968,0.0474,0.106,0,4,0.816,2,215453,-6.278,0.759,0RJC486bAmd4ElLbGgXmWk,1
Morning Song,The Lumineers,The Lumineers (Deluxe Edition),0.206,0.0276,118.026,0.0452,0.644,2.05e-06,3,0.502,0,318440,-9.672,0.296,6mB54OSqp7n5ctlIoqtwkz,1
Call Your Girlfriend (Live),Lennon & Maisy,Live YouTube Sessions,0.231,0.102,138.964,0.332,0.909,7.88e-06,4,0.605,7,108352,-13.699,0.376,0Ip8XSHPhJWK6qJhz9OJ3b,0
Break Up Every Night,The Chainsmokers,Memories...Do Not Open,0.806,0.0872,149.999,0.0437,0.00411,0,4,0.624,1,207520,-5.957,0.528,6cPyTS0Kk2sc4xQwC93kOg,1
House Party - Acoustic Mixtape,Sam Hunt,Between The Pines (Acoustic Mixtape),0.675,0.207,103.966,0.0446,0.439,0,4,0.799,3,187293,-5.912,0.827,6vgmCLfl9GnkHL8LQ4wRly,1
The Circle Game,Joni Mitchell,Ladies Of The Canyon,0.198,0.185,117.749,0.0314,0.95,0,3,0.599,11,292600,-12.116,0.329,6MYDgkfu34kRRIdMfleVCV,1
Sugar,Maroon 5,V,0.768,0.0848,120.084,0.0346,0.052,0,4,0.751,1,235493,-7.089,0.881,2iuZJX9X9P0GKaE93xcPjk,1
Daisy,Zedd,True Colors,0.599,0.151,112.082,0.0394,0.151,0,4,0.583,2,174413,-5.774,0.167,4ccQmBycgXDYtIA7Z1i32V,1
"What Is This Feeling? - From ""Wicked"" Original Broadway Cast Recording/2003",Stephen Schwartz,Wicked,0.427,0.232,151.997,0.0778,0.735,0,4,0.622,1,212227,-8.551,0.568,1WitAaRV8SMreQaNLcBjdQ,1
Body Like A Back Road,Sam Hunt,Body Like A Back Road,0.469,0.103,98.963,0.0326,0.463,1.04e-06,4,0.731,5,165387,-7.226,0.631,7mldq42yDuxiUNn08nvzHO,1
Baby,Justin Bieber,My World 2.0,0.841,0.122,65.024,0.232,0.0544,0,4,0.656,5,214240,-5.183,0.522,6epn3r7S14KUqlReYr77hA,0
She Sets The City On Fire - Acoustic,Gavin DeGraw,She Sets The City On Fire (Acoustic),0.563,0.11,125.913,0.0387,0.0408,0,4,0.752,4,217138,-6.17,0.767,0jqT4H8la78ThaljY77I0q,1
Shattered [Turn The Car Around],O.A.R.,All Sides,0.784,0.19,105.973,0.0352,0.0175,0,4,0.571,11,255493,-6.396,0.462,32oh9wNU89gmX6CohLTdeG,1
Blues Run the Game,Simon & Garfunkel,The Columbia Studio Recordings (1964-1970),0.135,0.103,91.688,0.0314,0.907,0,4,0.506,11,171440,-17.576,0.455,3MQ0WSHBqFkDr8oUJevKyt,1
All Night,The Vamps,All Night,0.768,0.324,144.971,0.0342,0.00262,0,4,0.564,8,197793,-6.431,0.362,31t0ATifZW5CW3XP2QUsUW,1
Suit And Jacket,Judah & the Lion,Folk Hop N' Roll (Deluxe),0.596,0.102,164.233,0.0471,0.246,1.66e-05,4,0.448,10,222256,-8.485,0.122,2ZYBwkmtYhgUj1A7teYAZ7,1
House Party,Sam Hunt,Montevallo,0.854,0.0262,103.952,0.0503,0.129,0,4,0.749,8,190240,-5.245,0.842,1TwLKNsCnhi1HxbIi4bAW0,1
Sleep On The Floor,The Lumineers,Cleopatra,0.431,0.13,142.14,0.0344,0.249,0,4,0.389,7,211851,-8.061,0.275,5MMZJtHOiH1RmQSSe3DJdg,1
